order_id,customer_id,vendor_id,ship_mode,order_status,order_purchase_date,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date
CA-2016-165827,JO-15280,VEN02,Standard Class,delivered,2017-10-19 10:32,2017-10-19 10:46,2017-10-19 18:53,2017-10-26 16:03
US-2015-147739,AR-10405,VEN02,Standard Class,delivered,2017-06-05 15:30,2017-06-05 15:42,2017-06-07 9:32,2017-06-08 16:32
CA-2015-113740,AG-10675,VEN01,Second Class,delivered,2018-04-28 12:57,2018-04-28 13:10,2018-05-02 12:26,2018-05-08 11:58
CA-2017-136826,GG-14650,VEN02,Standard Class,delivered,2017-07-31 20:47,2017-07-31 21:15,2017-08-02 20:52,2017-08-04 21:04
CA-2014-156160,CB-12025,VEN03,Standard Class,delivered,2017-12-27 19:09,2017-12-27 19:17,2017-12-28 16:39,2018-01-24 17:27
CA-2017-125199,XP-21865,VEN02,Standard Class,delivered,2017-12-13 17:35,2017-12-15 2:17,2017-12-16 0:11,2018-01-03 17:37
CA-2016-146374,TS-21205,VEN02,Second Class,delivered,2018-04-29 15:05,2018-04-29 15:15,2018-05-02 13:34,2018-05-07 22:03
CA-2016-108875,JF-15415,VEN02,Standard Class,canceled,2018-02-07 14:27,2018-02-07 14:35,2018-02-10 14:08,
CA-2017-100811,GT-14710,VEN02,First Class,delivered,2017-02-03 18:43,2017-02-03 18:55,2017-02-06 13:29,2017-02-20 12:53
CA-2017-107909,CB-12535,VEN04,Standard Class,delivered,2018-05-01 22:12,2018-05-01 22:31,2018-05-02 15:07,2018-05-21 19:46
CA-2016-119683,JE-15475,VEN02,Second Class,delivered,2018-02-22 9:40,2018-02-24 2:35,2018-02-26 15:59,2018-03-01 1:13
CA-2017-117324,CM-12445,VEN02,Standard Class,delivered,2017-11-30 9:01,2017-11-30 9:13,?,2017-12-05 20:38
CA-2017-131632,BB-11545,VEN01,Standard Class,delivered,2018-05-07 23:06,2018-05-08 8:30,2018-05-10 13:45,2018-05-14 23:46
US-2014-158400,AT-10735,VEN02,First Class,delivered,2018-01-12 18:07,2018-01-12 18:31,2018-01-15 17:59,2018-01-22 16:20
CA-2014-114195,PB-19150,VEN02,First Class,delivered,2017-07-18 21:01,2017-07-19 6:43,2017-07-19 19:42,2017-08-09 22:07
CA-2014-152422,CS-11950,VEN01,Second Class,canceled,2017-11-13 11:41,2017-11-13 11:50,?,
CA-2016-153318,CS-12130,VEN01,First Class,delivered,2017-04-12 8:31,2017-04-13 8:41,2017-04-17 12:35,2017-04-19 16:18
CA-2014-148383,TT-21070,VEN02,Standard Class,delivered,2018-01-29 1:05,2018-01-29 2:10,2018-02-02 0:46,2018-02-16 0:03
CA-2017-137470,DP-13000,VEN02,Same Day,delivered,2017-05-22 17:19,2017-05-22 17:30,2017-05-23 15:22,2017-05-25 18:14
CA-2016-130288,MG-18145,VEN02,Second Class,shipped,2018-07-27 14:16,2018-07-27 14:30,2018-07-30 11:28,
CA-2015-155635,JM-15250,VEN02,Standard Class,delivered,2018-05-04 0:05,2018-05-05 3:35,2018-05-07 14:18,2018-05-10 15:21
CA-2014-151792,KH-16630,VEN02,Second Class,delivered,2018-02-11 18:56,2018-02-16 7:50,2018-02-21 21:32,2018-03-05 22:57
CA-2015-168746,CC-12550,VEN02,Second Class,delivered,2018-07-29 1:31,2018-07-29 1:45,2018-07-30 15:16,2018-08-01 22:42
US-2014-157070,SC-20095,VEN01,Standard Class,delivered,2018-08-19 11:28,2018-08-20 11:32,2018-08-22 8:34,2018-08-28 19:32
US-2015-113593,MP-17965,VEN02,First Class,delivered,2018-02-06 0:05,2018-02-06 0:15,2018-02-14 19:06,2018-02-15 17:53
CA-2017-108112,MC-18130,VEN02,Standard Class,delivered,2017-04-01 21:10,2017-04-01 21:22,2017-04-05 17:29,2017-04-19 8:48
CA-2017-116127,AA-10480,VEN02,Second Class,delivered,2018-08-07 22:46,2018-08-07 23:05,2018-08-08 8:53,2018-08-15 19:32
CA-2017-136609,CS-11950,VEN02,Standard Class,delivered,2018-05-12 0:08,2018-05-12 0:31,2018-05-29 9:51,2018-06-05 15:03
CA-2016-105494,PN-18775,VEN02,First Class,delivered,2018-08-01 21:23,2018-08-01 21:35,2018-08-03 12:09,2018-08-07 22:12
CA-2017-152205,AR-10825,VEN02,Standard Class,delivered,2018-04-07 19:21,2018-04-07 19:35,2018-04-12 0:56,2018-04-30 16:40
CA-2017-160661,ZD-21925,VEN04,Standard Class,delivered,2017-04-24 18:32,2017-04-24 18:45,2017-04-25 11:34,2017-05-11 14:09
CA-2014-115049,LC-17140,VEN02,Standard Class,shipped,2018-06-30 18:45,2018-07-05 16:05,?,
CA-2015-119592,LF-17185,VEN02,Second Class,delivered,2017-07-14 12:52,2017-07-14 13:05,?,2017-07-20 19:29
CA-2014-100895,CC-12670,VEN01,Standard Class,delivered,2018-03-06 10:19,2018-03-07 2:15,2018-03-07 22:43,2018-03-21 1:28
CA-2014-114251,JL-15505,VEN03,Standard Class,delivered,2018-02-14 0:37,2018-02-15 3:51,2018-02-21 21:09,2018-03-05 14:33
CA-2016-104311,CB-12025,VEN03,Standard Class,delivered,2017-12-26 9:40,2017-12-26 9:49,2017-12-26 18:48,2017-12-29 11:36
CA-2017-143651,SC-20725,VEN02,Standard Class,delivered,2017-08-11 17:34,2017-08-11 17:45,2017-08-14 14:35,2017-08-24 16:31
CA-2014-159121,CK-12595,VEN01,Standard Class,delivered,2018-07-20 16:39,2018-07-20 16:45,2018-07-23 15:35,2018-07-31 12:51
CA-2016-117681,TS-21610,VEN02,Standard Class,delivered,2018-01-29 10:14,2018-01-29 10:39,2018-02-01 1:13,2018-02-16 18:28
US-2016-147711,TS-21610,VEN03,Second Class,delivered,2018-01-19 14:42,2018-01-19 14:57,2018-01-23 15:22,2018-01-26 16:05
CA-2016-159912,SH-20395,VEN03,Standard Class,delivered,2018-06-10 19:58,2018-06-11 9:11,2018-06-11 13:26,2018-06-30 15:23
CA-2014-140816,DB-13120,VEN03,Same Day,delivered,2017-01-13 22:21,2017-01-13 22:30,2017-01-16 14:22,2017-01-26 12:24
CA-2016-132304,CA-12310,VEN01,Standard Class,delivered,2018-01-08 13:17,2018-01-10 10:32,2018-01-12 23:39,2018-01-19 16:28
CA-2017-123071,GT-14755,VEN01,First Class,delivered,2018-01-15 17:51,2018-01-15 17:59,2018-01-16 19:53,2018-01-22 21:33
US-2016-157840,JG-15805,VEN03,Second Class,delivered,2018-07-19 8:17,2018-07-19 8:45,2018-07-20 11:11,2018-07-26 19:05
US-2017-107384,DO-13435,VEN02,Standard Class,delivered,2017-04-25 15:41,2017-04-25 15:50,2017-04-26 12:16,2017-05-19 12:26
CA-2016-114748,MK-17905,VEN01,Standard Class,delivered,2017-08-10 8:35,2017-08-10 8:45,2017-08-10 20:22,2017-08-17 15:39
CA-2014-136336,LH-16900,VEN02,Standard Class,delivered,2017-12-28 8:28,2017-12-29 8:27,2017-12-29 16:38,2018-01-09 15:18
CA-2016-108644,BD-11500,VEN02,First Class,delivered,2017-11-18 21:33,2017-11-18 21:46,2017-11-23 13:54,2017-11-27 16:43
CA-2017-100384,NF-18385,VEN03,Standard Class,delivered,2018-02-14 22:40,2018-02-16 14:31,2018-02-20 12:08,2018-02-26 23:59
CA-2017-127474,SP-20650,VEN02,Second Class,delivered,2018-07-22 22:09,2018-07-23 12:31,2018-07-24 15:19,2018-08-04 16:46
CA-2017-132339,AG-10525,VEN02,Standard Class,delivered,2018-03-01 21:23,2018-03-01 21:36,2018-03-03 16:56,2018-03-12 21:43
CA-2014-105984,MJ-17740,VEN02,Same Day,delivered,2018-02-04 23:32,2018-02-04 23:49,2018-02-05 16:42,2018-02-27 20:47
CA-2016-133795,AR-10510,VEN01,Standard Class,delivered,2018-01-10 10:42,2018-01-11 2:35,2018-01-20 15:13,2018-01-26 19:05
CA-2016-101546,SP-20650,VEN03,Standard Class,delivered,2017-07-04 19:37,2017-07-05 17:42,2017-07-07 17:02,2017-07-12 17:26
CA-2017-168389,NP-18670,VEN02,Standard Class,delivered,2017-10-09 19:03,2017-10-11 18:20,2017-10-13 18:12,2017-10-23 16:29
CA-2015-111094,GG-14650,VEN03,Standard Class,delivered,2018-07-04 17:03,2018-07-05 16:14,2018-07-05 12:12,2018-07-10 22:48
CA-2017-161410,GM-14440,VEN02,Standard Class,delivered,2017-08-12 16:25,2017-08-15 3:25,2017-08-16 14:19,2017-08-31 18:14
CA-2017-155558,RA-19285,VEN01,Standard Class,delivered,2018-04-18 15:40,2018-04-19 8:15,2018-04-25 13:34,2018-05-03 13:03
CA-2014-154837,SH-19975,VEN01,Second Class,delivered,2017-09-30 11:11,2017-09-30 11:24,2017-10-06 16:55,2017-10-09 17:46
CA-2017-145737,AG-10525,VEN02,Standard Class,delivered,2018-03-06 14:58,2018-03-06 15:40,2018-03-07 20:05,2018-03-19 21:22
US-2015-138919,HP-14815,VEN01,Standard Class,delivered,2018-05-06 18:49,2018-05-07 9:15,2018-05-07 13:50,2018-05-16 16:08
CA-2017-145506,LH-17155,VEN03,Standard Class,delivered,2017-11-15 21:27,2017-11-15 21:46,2017-11-16 17:16,2017-11-29 19:29
US-2017-111241,SS-20140,VEN03,Second Class,delivered,2018-04-06 7:59,2018-04-07 2:48,2018-04-10 23:04,2018-04-27 16:03
CA-2016-111010,RA-19285,VEN01,Standard Class,delivered,2018-05-31 17:47,2018-06-01 17:53,2018-06-08 11:18,2018-06-15 19:14
CA-2016-117919,CS-11950,VEN02,Second Class,delivered,2017-06-13 15:38,2017-06-15 3:06,2017-06-22 10:42,2017-06-23 10:39
CA-2014-151554,JF-15490,VEN03,First Class,delivered,2017-07-14 13:51,2017-07-14 14:05,2017-07-18 14:38,2017-07-26 19:39
CA-2014-134278,RL-19615,VEN01,First Class,delivered,2018-04-24 23:12,2018-04-24 23:29,2018-04-25 14:18,2018-05-10 0:37
CA-2017-121216,LC-17140,VEN02,Second Class,delivered,2017-07-21 9:26,2017-07-25 3:30,2017-07-28 19:25,2017-07-31 14:09
CA-2017-118360,AJ-10780,VEN02,Standard Class,delivered,2017-12-04 9:44,2017-12-05 11:29,2017-12-08 16:24,2017-12-09 13:55
CA-2017-130715,KL-16645,VEN01,Standard Class,delivered,2018-06-30 20:44,2018-06-30 20:55,2018-07-03 5:28,2018-07-05 1:13
CA-2015-168088,JL-15175,VEN04,First Class,delivered,2017-07-26 0:34,2017-07-26 0:45,2017-07-27 18:17,2017-08-10 18:08
CA-2014-121769,CS-12400,VEN02,Standard Class,delivered,2017-09-16 12:02,2017-09-16 12:15,2017-09-19 21:22,2017-09-27 22:09
CA-2017-104080,BD-11500,VEN03,Standard Class,delivered,2018-04-06 2:36,2018-04-06 2:50,2018-04-07 1:42,2018-04-07 17:19
CA-2016-112382,JF-15415,VEN01,Standard Class,delivered,2017-07-22 14:11,2017-07-25 16:25,2017-07-27 13:22,2017-07-31 14:21
CA-2016-100300,KH-16690,VEN01,Second Class,delivered,2017-05-24 8:13,2017-05-25 8:22,2017-05-25 10:39,2017-05-26 8:00
CA-2017-102771,MT-18070,VEN02,Standard Class,delivered,2017-09-01 16:30,2017-09-01 16:45,2017-09-04 19:12,2017-09-08 20:33
CA-2016-119823,DL-12865,VEN02,First Class,delivered,2018-08-21 16:45,2018-08-21 17:08,2018-08-22 15:18,2018-08-23 21:03
US-2017-157896,GD-14590,VEN02,Same Day,delivered,2018-05-16 15:48,2018-05-17 8:36,2018-05-18 13:09,2018-06-20 15:12
CA-2016-166226,DB-13615,VEN03,Standard Class,delivered,2018-02-16 14:18,2018-02-17 3:47,2018-02-23 22:52,2018-03-06 22:42
CA-2014-103989,JH-15985,VEN02,First Class,delivered,2018-02-19 13:32,2018-02-20 13:28,2018-02-23 23:59,2018-03-02 22:39
CA-2017-148355,MR-17545,VEN02,Standard Class,delivered,2017-11-22 13:10,2017-11-22 13:40,2017-11-23 22:04,2017-12-20 15:43
CA-2017-130841,KD-16270,VEN03,Standard Class,delivered,2017-12-01 16:45,2017-12-01 17:19,?,2017-12-20 17:44
CA-2017-126438,BS-11590,VEN02,First Class,delivered,2018-01-01 21:11,2018-01-01 21:18,2018-01-05 22:11,2018-01-13 1:29
CA-2014-152100,FM-14380,VEN03,Standard Class,delivered,2018-01-13 12:21,2018-01-14 12:11,2018-01-15 22:35,2018-01-23 18:17
CA-2016-110086,CM-12385,VEN02,Standard Class,delivered,2018-03-03 9:11,2018-03-06 3:55,2018-03-09 17:07,2018-03-21 16:12
CA-2017-149076,BN-11470,VEN03,Standard Class,delivered,2017-05-05 20:33,2017-05-05 20:45,2017-05-09 15:23,2017-05-12 12:34
CA-2014-169726,BM-11650,VEN02,Standard Class,delivered,2018-07-15 7:56,2018-07-15 8:05,?,2018-08-01 22:26
CA-2014-111451,DW-13480,VEN02,First Class,delivered,2018-08-19 11:28,2018-08-20 16:50,2018-08-21 19:01,2018-08-27 14:11
CA-2014-127131,AA-10375,VEN02,Standard Class,delivered,2017-12-13 11:49,2017-12-13 11:56,2017-12-13 23:28,2017-12-20 20:59
CA-2016-150350,MA-17560,VEN02,Standard Class,delivered,2017-09-05 21:30,2017-09-05 21:45,2017-09-06 20:48,2017-09-11 17:50
US-2017-106579,FA-14230,VEN02,Standard Class,delivered,2017-07-05 13:40,2017-07-05 17:36,2017-07-06 14:42,2017-07-17 19:23
CA-2017-145765,JF-15490,VEN02,Standard Class,delivered,2017-12-07 22:04,2017-12-07 22:12,2017-12-09 16:58,2017-12-20 13:24
CA-2017-152737,DW-13585,VEN02,Standard Class,delivered,2017-11-18 13:14,2017-11-18 13:30,2017-11-21 13:51,2017-12-04 20:33
CA-2017-168900,BB-10990,VEN01,Standard Class,delivered,2017-06-19 11:02,2017-06-19 11:10,2017-06-21 18:43,2017-06-30 14:27
CA-2017-164826,BB-11545,VEN03,Standard Class,delivered,2017-04-11 13:37,2017-04-12 2:45,2017-04-18 9:28,2017-04-27 13:20
CA-2014-144974,JL-15505,VEN02,Standard Class,delivered,2017-08-21 18:18,2017-08-21 18:30,2017-08-25 15:36,2017-08-31 0:04
CA-2016-113341,KC-16675,VEN02,Standard Class,delivered,2017-10-05 6:36,2017-10-06 2:25,2017-10-13 20:18,2017-10-18 21:02
CA-2014-152443,SC-20050,VEN02,Standard Class,delivered,2017-07-19 20:24,2017-07-21 2:55,2017-07-26 15:53,2017-07-27 17:46
CA-2015-154326,TW-21025,VEN02,Standard Class,delivered,2018-02-24 12:43,2018-02-24 12:56,2018-02-27 22:36,2018-03-08 21:18
CA-2016-150007,CB-12025,VEN03,Standard Class,delivered,2018-06-28 22:24,2018-06-28 22:35,2018-07-03 13:08,2018-07-09 17:32
CA-2015-101924,DJ-13630,VEN02,Standard Class,delivered,2018-04-26 14:55,2018-04-26 15:11,2018-04-27 13:19,2018-04-30 15:22
CA-2016-149195,MS-17830,VEN04,Second Class,canceled,2018-02-08 16:39,2018-02-08 17:29,,
CA-2015-142433,RO-19780,VEN03,Standard Class,delivered,2018-05-08 9:03,2018-05-08 9:15,2018-05-08 14:24,2018-05-14 14:55
US-2015-119312,KC-16540,VEN04,Second Class,delivered,2018-05-30 22:30,2018-05-30 22:55,2018-06-04 6:21,2018-06-18 18:12
US-2016-111528,CP-12340,VEN02,Same Day,delivered,2017-09-05 16:55,2017-09-05 17:05,2017-09-21 13:34,2017-09-26 18:33
CA-2014-128538,CC-12430,VEN01,Standard Class,delivered,2017-08-08 9:53,2017-08-08 10:10,2017-08-09 19:29,2017-08-16 15:45
US-2014-102071,PS-18970,VEN01,Standard Class,delivered,2018-06-18 1:27,2018-06-18 1:39,2018-06-18 13:21,2018-06-20 19:16
US-2014-158638,AS-10240,VEN02,Standard Class,delivered,2017-04-14 11:42,2017-04-14 11:50,2017-04-18 14:51,2017-04-27 16:31
CA-2014-139283,EM-13960,VEN02,Standard Class,delivered,2017-11-29 10:09,2017-11-30 2:24,2017-12-01 20:49,2017-12-19 18:38
US-2015-137960,MG-17680,VEN03,Same Day,delivered,2018-01-08 19:25,2018-01-10 10:32,2018-01-11 22:53,2018-01-23 14:51
CA-2014-138681,KH-16510,VEN02,First Class,delivered,2018-02-05 18:41,2018-02-05 18:50,2018-02-08 23:48,2018-02-14 13:21
CA-2015-140984,HK-14890,VEN02,Standard Class,delivered,2017-05-31 17:45,2017-05-31 18:02,2017-06-07 16:58,2017-06-08 8:42
CA-2015-152527,JH-15985,VEN03,Same Day,delivered,2018-06-08 20:51,2018-06-08 21:15,2018-06-11 12:37,2018-06-18 19:35
CA-2015-133837,DJ-13630,VEN01,Standard Class,delivered,2017-03-01 20:15,2017-03-03 2:22,2017-03-03 10:22,2017-03-08 14:05
CA-2014-123477,ON-18715,VEN02,Second Class,delivered,2017-11-15 13:42,2017-11-15 13:55,2017-11-17 16:57,2017-11-23 22:48
CA-2014-141299,SJ-20125,VEN02,Second Class,delivered,2018-08-07 17:57,2018-08-07 18:10,2018-08-08 18:00,2018-08-09 15:48
CA-2014-119144,AR-10405,VEN02,First Class,delivered,2017-10-26 23:08,2017-10-26 23:26,2017-10-30 21:33,2017-11-06 23:04
CA-2017-118864,DV-13465,VEN02,Second Class,delivered,2018-01-04 22:32,2018-01-06 15:31,2018-01-10 17:48,2018-01-17 16:59
US-2017-109610,EB-13840,VEN02,Second Class,delivered,2018-03-12 11:37,2018-03-14 2:55,2018-03-14 20:35,2018-03-17 13:08
US-2017-167402,JL-15850,VEN04,Second Class,delivered,2018-08-05 11:19,2018-08-05 11:30,2018-08-06 9:17,2018-08-09 1:03
CA-2017-126662,AG-10675,VEN02,Standard Class,delivered,2018-08-27 15:21,2018-08-27 15:35,2018-08-28 12:45,2018-08-29 21:41
CA-2014-124737,BP-11185,VEN02,Standard Class,delivered,2018-07-26 18:54,2018-07-26 19:05,?,2018-08-01 18:15
CA-2016-169670,AS-10135,VEN02,Standard Class,delivered,2018-03-27 7:36,2018-03-27 7:46,2018-03-28 14:38,2018-04-04 19:58
CA-2017-134306,DC-13285,VEN02,Standard Class,delivered,2018-06-23 19:29,2018-06-26 5:12,2018-06-27 9:06,2018-06-30 13:50
CA-2017-131807,SK-19990,VEN02,Standard Class,delivered,2017-10-01 20:26,2017-10-01 20:35,2017-10-02 17:20,2017-10-10 18:20
US-2015-105676,NM-18445,VEN02,Same Day,delivered,2017-10-18 8:45,2017-10-18 8:56,2017-10-18 19:32,2017-10-20 20:11
CA-2015-135622,EG-13900,VEN02,Second Class,delivered,2018-05-13 14:53,2018-05-13 15:11,2018-05-15 15:46,2018-05-24 18:18
CA-2017-132185,LH-17020,VEN02,Standard Class,delivered,2017-06-08 14:04,2017-06-09 2:30,2017-06-09 10:24,2017-06-19 15:51
CA-2016-154018,TP-21130,VEN02,Standard Class,delivered,2018-05-15 20:24,2018-05-15 20:55,2018-05-29 14:59,2018-06-04 14:42
CA-2014-152905,AC-10420,VEN02,Standard Class,delivered,2018-02-07 20:28,2018-02-07 20:49,2018-02-09 21:24,2018-03-07 3:33
CA-2014-163650,EB-13840,VEN02,First Class,delivered,2017-07-27 23:21,2017-07-29 2:30,2017-07-31 15:17,2017-08-04 18:04
CA-2015-100657,CG-12520,VEN01,Standard Class,delivered,2017-04-04 16:59,2017-04-04 17:10,2017-04-06 16:01,2017-04-20 10:31
CA-2015-122266,ZD-21925,VEN04,Standard Class,delivered,2018-01-04 0:48,2018-01-05 0:38,?,2018-01-10 23:10
CA-2015-121188,GB-14530,VEN02,Standard Class,delivered,2018-07-30 12:20,2018-07-30 12:44,2018-07-31 8:22,2018-08-03 13:21
CA-2016-109344,JC-15340,VEN02,Second Class,delivered,2018-08-07 10:19,2018-08-07 10:35,2018-08-13 15:25,2018-08-16 21:12
CA-2017-133256,DK-13150,VEN04,First Class,delivered,2018-04-05 14:18,2018-04-05 14:30,2018-04-07 1:22,2018-04-27 17:12
CA-2014-125731,JF-15355,VEN02,Standard Class,delivered,2017-09-24 20:10,2017-09-24 20:24,2017-09-26 20:10,2017-10-03 19:28
CA-2014-138359,DR-12880,VEN03,Standard Class,delivered,2018-02-04 12:14,2018-02-04 12:31,2018-02-05 23:46,2018-02-16 0:37
CA-2014-106572,ON-18715,VEN02,Standard Class,delivered,2018-03-02 16:25,2018-03-03 13:48,2018-03-14 16:34,2018-03-29 4:26
CA-2015-134859,CA-12310,VEN02,Standard Class,delivered,2018-01-20 10:42,2018-01-20 10:53,2018-01-23 0:44,2018-02-02 23:02
CA-2016-160598,CD-11920,VEN02,First Class,delivered,2017-02-12 21:50,2017-02-14 3:55,2017-02-17 15:18,2017-02-23 16:22
US-2017-102288,GG-14650,VEN02,Standard Class,delivered,2018-06-01 11:01,2018-06-01 11:15,2018-06-06 15:13,2018-06-12 1:12
CA-2017-164819,VM-21685,VEN02,Second Class,delivered,2018-04-21 23:25,2018-04-24 18:59,2018-04-23 21:11,2018-04-28 13:44
CA-2015-126697,CD-11920,VEN01,First Class,delivered,2018-06-12 18:01,2018-06-12 18:46,2018-06-13 13:34,2018-06-15 18:35
CA-2014-102652,CK-12205,VEN02,Standard Class,delivered,2017-11-20 11:46,2017-11-20 12:08,2017-11-21 16:00,2017-11-22 22:22
CA-2017-131695,SC-20305,VEN02,Standard Class,delivered,2017-12-23 22:42,2017-12-23 22:49,2017-12-27 20:23,2018-01-13 16:06
CA-2015-112053,BB-10990,VEN02,Second Class,delivered,2018-03-17 22:22,2018-03-17 22:31,2018-03-21 18:58,2018-04-02 11:43
US-2017-147669,CD-11980,VEN02,Standard Class,delivered,2017-05-30 7:59,2017-05-30 8:10,2017-05-30 11:28,2017-06-19 19:14
CA-2015-154200,DK-13090,VEN01,Standard Class,delivered,2018-04-28 14:55,2018-04-28 15:11,2018-05-04 14:39,2018-05-05 16:38
CA-2017-118885,BD-11725,VEN02,Standard Class,delivered,2018-02-07 11:21,2018-02-07 11:32,2018-02-07 21:18,2018-02-08 19:30
CA-2016-127236,CS-12400,VEN02,Standard Class,delivered,2018-05-14 17:20,2018-05-15 4:35,2018-05-15 12:02,2018-05-18 21:34
US-2017-156356,MS-17830,VEN02,Standard Class,delivered,2017-06-15 12:25,2017-06-15 12:35,2017-06-16 14:09,2017-06-23 13:12
CA-2015-151547,BD-11605,VEN03,Standard Class,delivered,2018-04-04 12:20,2018-04-04 12:30,2018-04-05 0:36,2018-05-25 17:17
CA-2015-134747,MK-17905,VEN02,Second Class,delivered,2018-04-29 18:19,2018-04-29 18:35,?,2018-05-16 18:52
CA-2014-166590,MS-17365,VEN04,Standard Class,delivered,2017-07-26 14:44,2017-07-26 14:55,2017-07-28 21:05,2017-08-08 17:08
CA-2015-132633,DV-13045,VEN02,Second Class,canceled,2017-07-02 21:36,2017-07-04 4:50,,
CA-2014-120775,SR-20740,VEN02,Standard Class,delivered,2017-02-22 9:09,2017-02-23 2:45,2017-02-23 13:42,2017-03-08 10:47
CA-2015-131422,SH-20395,VEN01,Standard Class,delivered,2018-07-31 13:23,2018-07-31 14:31,2018-08-10 14:13,2018-08-16 15:33
CA-2014-110065,BP-11185,VEN04,Standard Class,delivered,2018-03-06 22:32,2018-03-06 22:48,2018-03-21 18:51,2018-03-29 22:52
CA-2014-129147,FM-14380,VEN02,Standard Class,delivered,2018-06-03 20:42,2018-06-03 20:55,2018-06-05 8:45,2018-06-07 21:38
CA-2017-158722,JE-15745,VEN02,Standard Class,processing,2017-02-03 20:08,2017-02-03 22:25,,
CA-2016-115224,LH-17020,VEN03,Second Class,delivered,2017-04-06 14:59,2017-04-07 3:22,2017-04-12 6:50,2017-05-03 12:27
CA-2016-160486,RA-19915,VEN03,Standard Class,delivered,2018-06-06 14:26,2018-06-08 2:56,?,2018-06-11 15:14
CA-2017-169894,MD-17350,VEN02,Second Class,delivered,2018-07-13 14:29,2018-07-14 3:10,2018-07-16 14:52,2018-07-20 16:51
CA-2016-132066,MO-17800,VEN03,Standard Class,delivered,2017-06-13 9:50,2017-06-13 14:22,2017-06-14 13:34,2017-06-19 21:32
CA-2016-111913,FH-14365,VEN02,Second Class,delivered,2017-02-24 16:14,2017-02-25 2:22,2017-03-01 18:07,2017-03-07 12:17
CA-2014-114790,SC-20725,VEN03,Second Class,delivered,2018-03-16 8:45,2018-03-16 9:07,2018-03-21 21:25,2018-05-16 15:22
US-2015-156797,RF-19735,VEN03,Standard Class,delivered,2017-06-30 13:36,2017-07-01 4:55,2017-07-03 15:37,2017-07-13 20:22
CA-2014-127488,LS-16975,VEN02,Second Class,delivered,2017-04-21 17:49,2017-04-24 15:02,2017-04-27 12:31,2017-05-25 16:54
CA-2014-144407,LS-16975,VEN02,Standard Class,delivered,2018-08-18 10:33,2018-08-18 10:50,2018-08-21 16:03,2018-08-27 16:21
US-2015-139675,MY-17380,VEN02,Second Class,delivered,2018-08-14 21:49,2018-08-15 3:30,2018-08-15 14:16,2018-08-20 16:26
CA-2014-118976,MJ-17740,VEN02,Standard Class,delivered,2017-09-06 22:12,2017-09-06 22:23,2017-09-08 20:12,2017-09-18 21:18
CA-2016-160535,DS-13180,VEN02,Standard Class,delivered,2018-02-05 16:47,2018-02-05 17:16,2018-02-07 15:04,2018-02-20 19:59
CA-2017-122945,JF-15415,VEN01,Standard Class,delivered,2017-07-30 6:39,2017-07-30 6:50,2017-08-04 20:27,2017-08-11 18:40
US-2014-112991,AT-10735,VEN01,Standard Class,delivered,2018-07-04 17:00,2018-07-05 16:16,?,2018-07-10 19:28
CA-2017-107244,AR-10510,VEN02,Standard Class,delivered,2018-01-12 9:29,2018-01-12 9:42,2018-01-15 20:56,2018-01-23 14:37
CA-2017-161480,SC-20305,VEN01,Standard Class,delivered,2017-08-21 14:08,2017-08-21 14:24,2017-08-25 20:05,2017-08-29 16:24
CA-2016-105263,GT-14710,VEN02,Standard Class,delivered,2018-02-20 19:27,2018-02-20 19:47,2018-02-26 15:18,2018-03-13 23:21
CA-2017-151358,MY-17380,VEN04,Standard Class,delivered,2018-01-17 10:21,2018-01-17 10:31,2018-01-23 22:42,2018-02-10 0:08
CA-2014-154641,DW-13585,VEN02,Standard Class,delivered,2017-10-09 17:34,2017-10-09 17:51,2017-10-10 19:20,2017-10-16 21:02
US-2017-160836,GT-14710,VEN02,Standard Class,delivered,2018-02-08 17:39,2018-02-10 10:18,2018-02-09 19:33,2018-02-20 19:57
CA-2014-100867,RA-19885,VEN02,Standard Class,delivered,2017-10-19 16:48,2017-10-20 2:56,?,2017-10-23 20:49
CA-2017-113418,JL-15175,VEN02,First Class,shipped,2018-01-19 2:49,2018-01-19 2:56,2018-01-20 0:48,
CA-2017-168655,LC-16870,VEN02,Standard Class,delivered,2017-05-15 21:24,2017-05-15 21:35,2017-05-23 17:44,2017-05-31 9:39
CA-2015-154291,GD-14590,VEN03,Standard Class,delivered,2017-10-25 0:34,2017-10-25 0:56,2017-10-25 19:17,2017-10-31 18:57
CA-2014-148950,AM-10360,VEN02,Standard Class,delivered,2018-01-31 22:18,2018-01-31 22:30,2018-02-06 17:15,2018-02-07 15:09
CA-2017-127180,CL-12565,VEN02,First Class,delivered,2018-05-19 18:08,2018-05-19 18:32,2018-05-21 14:33,2018-05-25 14:26
CA-2017-105921,CC-12670,VEN02,Standard Class,delivered,2018-05-02 22:52,2018-05-03 0:13,2018-05-03 9:21,2018-05-07 14:12
CA-2014-111360,CD-11920,VEN02,Standard Class,delivered,2018-01-12 12:32,2018-01-13 4:54,?,2018-01-30 22:21
CA-2016-116918,BP-11095,VEN04,Second Class,delivered,2017-08-21 15:18,2017-08-21 15:30,2017-08-22 19:51,2017-08-30 19:04
CA-2016-163755,CC-12550,VEN02,Second Class,delivered,2018-08-10 9:42,2018-08-14 4:15,2018-08-16 13:56,2018-08-20 18:23
CA-2016-118570,GT-14635,VEN04,Standard Class,delivered,2018-07-30 14:00,2018-07-31 6:35,?,2018-08-02 0:38
