order_id,customer_id,vendor_id,ship_mode,order_status,order_purchase_date,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
CA-2015-110548,BE-11335,VEN02,Std Class,delivered,2017-02-10 12:53,2017-02-11 2:55,2017-02-14 11:11,2017-03-03 13:05,2017-03-27
CA-2016-158001,CM-12385,VEN02,Std Class,delivered,2018-07-13 21:47,2018-07-13 22:04,2018-07-16 14:39,2018-07-25 18:11,2018-08-07
CA-2016-160500,MR-17545,VEN03,1st Class,delivered,2017-02-20 19:21,2017-02-20 19:35,2017-02-22 10:02,2017-02-24 8:08,2017-03-17
CA-2014-108609,BH-11710,VEN02,2nd Class,delivered,2017-12-18 15:48,2017-12-18 17:13,2017-12-19 16:52,2018-01-03 20:58,2018-01-12
CA-2017-102554,EH-13945,VEN03,Std Class,delivered,2018-04-16 21:12,2018-04-17 5:50,2018-04-18 3:32,2018-04-25 11:17,2018-05-08
CA-2017-132199,DR-12880,VEN02,Std Class,delivered,2017-09-06 13:14,2017-09-08 13:30,2017-09-15 17:38,2017-09-21 16:13,2017-10-04
CA-2014-140487,AB-10060,VEN04,Std Class,delivered,2018-03-20 22:27,2018-03-20 23:10,2018-03-22 19:09,2018-04-17 22:08,2018-04-20
CA-2015-105508,AS-10285,VEN01,Std Class,delivered,2018-03-03 11:07,2018-03-06 3:35,2018-03-06 17:46,2018-03-19 20:42,2018-03-26
CA-2017-117933,TB-21055,VEN02,Std Class,delivered,2018-04-30 11:18,2018-04-30 11:35,2018-04-30 19:02,2018-05-02 20:24,2018-05-09
CA-2016-102162,BD-11500,VEN02,Std Class,delivered,2017-05-28 18:03,2017-05-30 5:02,2017-05-31 10:12,2017-06-21 18:29,2017-06-21
CA-2014-126032,EB-13870,VEN02,Std Class,delivered,2017-08-15 12:43,2017-08-16 3:15,2017-08-17 13:03,2017-08-29 20:12,2017-09-06
CA-2014-119375,GB-14530,VEN01,Std Class,delivered,2017-11-01 15:25,2017-11-01 16:31,2017-11-03 22:10,2017-11-09 18:31,2017-11-27
CA-2016-166373,BD-11500,VEN03,Std Class,delivered,2018-06-27 14:31,2018-06-28 2:15,2018-06-28 13:01,2018-07-04 23:03,2018-07-26
US-2017-104437,DJ-13420,VEN02,Std Class,delivered,2017-08-19 0:20,2017-08-22 4:05,2017-08-22 18:25,2017-08-28 22:41,2017-09-11
CA-2016-141523,KC-16540,VEN02,2nd Class,delivered,2017-03-03 18:40,2017-03-04 2:10,2017-03-06 13:00,2017-03-13 11:30,2017-03-22
CA-2017-152975,SH-20395,VEN02,1st Class,processing,2017-04-03 22:08,2017-04-05 2:45,,,2017-05-09
CA-2017-132234,MH-17785,VEN02,1st Class,delivered,2017-05-03 16:07,2017-05-03 17:10,2017-05-15 15:42,2017-05-17 16:54,2017-05-26
CA-2017-161046,GG-14650,VEN03,Same Day,delivered,2018-07-28 19:53,2018-07-31 6:35,2018-07-31 14:45,2018-08-01 14:06,2018-08-07
CA-2015-123939,LT-17110,VEN02,,delivered,2018-03-19 16:21,2018-03-19 16:30,2018-03-20 18:58,2018-03-26 16:07,2018-04-09
US-2014-134187,DK-13090,VEN04,Std Class,shipped,2017-08-15 23:51,2017-08-16 1:55,2017-08-22 14:52,,2017-09-15
CA-2017-117947,MZ-17515,VEN01,2nd Class,delivered,2018-07-18 12:19,2018-07-18 12:30,2018-07-19 13:58,2018-07-23 21:30,2018-08-09
CA-2014-104808,KC-16540,VEN02,2nd Class,delivered,2018-02-01 18:47,2018-02-01 19:37,2018-02-05 11:13,2018-02-16 17:32,2018-03-02
CA-2016-148684,EA-14035,VEN02,Std Class,delivered,2017-11-24 22:29,2017-11-25 1:52,2017-11-27 20:11,2017-12-14 15:35,2017-12-22
CA-2016-106383,EM-13960,VEN03,2nd Class,delivered,2018-03-21 8:55,2018-03-23 2:10,2018-03-23 23:12,2018-04-07 0:42,2018-04-24
CA-2017-120705,JS-15940,VEN02,Std Class,delivered,2017-12-04 13:09,2017-12-04 16:33,2017-12-05 17:34,2017-12-16 12:18,2018-01-05
US-2014-157021,EB-13840,VEN01,2nd Class,delivered,2018-05-03 17:08,2018-05-03 17:34,2018-05-07 12:31,2018-05-10 22:16,2018-05-28
CA-2015-141012,DJ-13510,VEN01,2nd Class,delivered,2017-11-24 15:58,2017-11-28 3:18,2017-12-01 19:09,2017-12-15 14:58,2017-12-21
CA-2014-141173,AJ-10795,VEN02,2nd Class,delivered,2018-08-21 10:10,2018-08-21 10:35,2018-08-21 12:24,2018-08-24 23:36,2018-09-06
CA-2014-132451,DP-13165,VEN04,1st Class,delivered,2017-05-05 8:21,2017-05-05 8:30,2017-05-10 10:28,2017-05-18 14:04,2017-06-12
CA-2014-168368,SH-19975,VEN01,2nd Class,delivered,2017-11-24 4:46,2017-11-24 4:56,2017-11-24 16:03,2017-12-01 14:09,2017-12-14
US-2017-120908,DB-13060,VEN03,1st Class,delivered,2017-12-28 17:18,2017-12-28 17:29,2018-01-02 16:49,2018-01-13 12:54,2018-02-02
CA-2014-168158,RF-19735,VEN03,,delivered,2018-06-07 12:27,2018-06-07 12:58,2018-06-29 15:34,2018-07-23 16:04,2018-07-30
US-2015-101511,AS-10225,VEN02,2nd Class,shipped,2017-11-24 9:23,2017-11-24 10:51,2017-11-24 19:07,,2017-12-08
CA-2016-110254,LA-16780,VEN02,Std Class,delivered,2018-01-22 15:54,2018-01-23 3:52,2018-01-23 19:47,2018-02-01 10:57,2018-02-19
CA-2015-133536,BK-11260,VEN02,2nd Class,delivered,2017-12-24 10:12,2017-12-24 10:27,2017-12-26 17:12,2018-01-05 22:01,2018-01-22
CA-2016-161781,GH-14485,VEN01,,delivered,2017-09-05 9:29,2017-09-06 19:43,2017-09-08 21:57,2017-09-13 19:53,2017-10-03
CA-2017-117198,DJ-13630,VEN02,Std Class,delivered,2017-11-28 20:41,2017-11-29 2:16,2017-12-01 16:11,2017-12-27 19:58,2017-12-19
CA-2015-120901,DJ-13630,VEN03,Std Class,delivered,2018-03-26 10:25,2018-03-27 7:06,2018-03-29 20:58,2018-04-09 21:18,2018-04-13
CA-2014-110100,FA-14230,VEN02,Std Class,delivered,2018-03-16 19:36,2018-03-16 19:50,2018-03-23 2:33,2018-03-27 6:36,2018-04-04
US-2014-112872,SK-19990,VEN02,2nd Class,delivered,2018-08-21 21:55,2018-08-23 2:50,2018-08-24 9:56,2018-08-31 7:31,2018-09-13
CA-2017-140298,CA-12310,VEN01,Std Class,delivered,2017-11-20 11:46,2017-11-20 12:09,2017-11-21 17:55,2017-11-22 11:51,2017-12-01
CA-2015-112116,AR-10510,VEN02,2nd Class,delivered,2018-03-27 12:25,2018-03-29 3:15,2018-04-24 23:07,2018-05-15 16:24,2018-05-16
CA-2017-131254,MP-17965,VEN02,,shipped,2016-10-07 19:17,2016-10-07 19:29,2016-10-30 10:23,,2016-12-01
US-2014-120313,NG-18430,VEN01,2nd Class,delivered,2018-02-22 19:52,2018-02-22 20:09,2018-02-26 19:19,2018-03-08 20:14,2018-03-16
CA-2016-118332,RB-19570,VEN01,Std Class,delivered,2018-01-13 15:59,2018-01-13 16:09,2018-01-17 12:14,2018-01-26 13:22,2018-02-19
CA-2014-128622,AG-10495,VEN03,,delivered,2018-01-03 21:00,2018-01-05 2:39,2018-01-08 20:48,2018-01-10 18:39,2018-01-24
US-2014-156216,PB-19150,VEN02,Std Class,delivered,2017-08-26 10:26,2017-08-26 10:35,2017-08-31 19:42,2017-09-12 20:52,2017-09-27
CA-2016-144540,SM-20005,VEN04,Std Class,delivered,2018-08-13 21:50,2018-08-13 22:04,2018-08-14 13:10,2018-08-15 21:56,2018-08-16
US-2014-134712,EB-13705,VEN02,,delivered,2017-08-21 10:33,2017-08-21 11:04,2017-08-22 19:20,2017-08-23 18:55,2017-09-05
CA-2015-132570,EM-13960,VEN02,2nd Class,delivered,2018-04-19 9:43,2018-04-24 18:14,2018-04-23 19:32,2018-04-26 16:46,2018-05-18
CA-2014-165806,ER-13855,VEN02,Same Day,shipped,2017-08-12 17:08,2017-08-14 8:25,2017-08-15 17:17,,2017-09-14
CA-2016-116603,CD-11980,VEN04,Std Class,delivered,2017-02-08 16:41,2017-02-09 16:50,2017-02-10 10:47,2017-02-17 12:56,2017-03-13
CA-2014-125136,DO-13435,VEN01,Std Class,delivered,2017-11-24 16:27,2017-11-28 3:32,2017-12-04 23:41,2017-12-12 16:03,2017-12-14
CA-2017-107748,AR-10405,VEN02,2nd Class,delivered,2017-11-12 17:50,2017-11-12 18:07,2017-11-21 16:46,2017-11-30 23:44,2017-12-08
CA-2015-125234,BM-11785,VEN02,Std Class,delivered,2017-11-25 8:13,2017-11-25 8:29,2017-12-07 23:48,2018-01-17 23:07,2017-12-20
CA-2015-144288,JF-15355,VEN01,Std Class,delivered,2017-10-25 20:24,2017-10-25 20:35,2017-10-26 19:28,2017-11-01 14:35,2017-11-24
CA-2017-119494,AR-10825,VEN03,Std Class,delivered,2018-06-14 13:49,2018-06-14 14:23,2018-06-18 14:24,2018-06-19 18:35,2018-06-28
CA-2015-118948,NG-18355,VEN01,Std Class,delivered,2018-07-06 18:16,2018-07-10 8:45,2018-07-11 11:51,2018-07-16 13:11,2018-07-27
CA-2017-160458,PO-19195,VEN02,2nd Class,delivered,2018-01-19 7:58,2018-01-19 8:15,2018-01-23 0:12,2018-01-29 17:24,2018-02-20
CA-2015-103870,BS-11590,VEN02,Std Class,delivered,2017-09-14 22:26,2017-09-14 22:44,2017-09-19 16:58,2017-10-01 15:42,2017-10-03
CA-2017-113453,JH-15910,VEN03,,delivered,2018-04-13 19:43,2018-04-13 19:55,2018-04-16 23:07,2018-04-30 18:53,2018-05-08
CA-2017-104906,CM-12385,VEN02,Std Class,delivered,2017-02-10 15:36,2017-02-10 15:50,2017-02-15 4:41,2017-02-23 3:17,2017-03-27
CA-2016-102561,NG-18355,VEN02,Std Class,delivered,2018-07-18 11:43,2018-07-19 11:42,2018-07-20 12:29,2018-07-21 16:38,2018-07-26
US-2016-157490,ES-14020,VEN01,1st Class,delivered,2017-10-01 23:41,2017-10-01 23:56,2017-10-04 19:36,2017-10-10 20:34,2017-10-26
US-2016-160206,MJ-17740,VEN02,Std Class,delivered,2018-05-27 17:42,2018-05-27 17:55,2018-05-29 14:04,2018-06-04 17:06,2018-06-29
CA-2016-144344,PS-18970,VEN02,Same Day,delivered,2017-06-09 10:05,2017-06-09 13:35,2017-06-12 13:05,2017-06-19 19:27,2017-07-12
CA-2015-137925,CB-12535,VEN02,Std Class,delivered,2017-08-20 19:35,2017-08-22 4:10,2017-08-22 19:28,2017-08-31 18:17,2017-09-21
CA-2017-114440,CS-12250,VEN02,2nd Class,delivered,2017-05-20 2:48,2017-05-23 3:50,2017-06-05 13:58,2017-06-16 16:52,2017-06-09
CA-2015-111297,AG-10765,VEN03,Std Class,delivered,2018-07-27 8:26,2018-07-28 2:45,2018-07-30 6:57,2018-08-06 14:52,2018-08-15
CA-2014-127866,AJ-10960,VEN01,1st Class,delivered,2018-02-21 21:01,2018-02-21 21:10,2018-02-24 17:51,2018-03-05 10:51,2018-03-16
CA-2015-117415,BM-11785,VEN02,Std Class,delivered,2017-12-07 9:40,2017-12-07 10:31,2017-12-07 20:21,2017-12-11 18:52,2018-01-02
CA-2016-118500,VM-21685,VEN02,1st Class,delivered,2017-06-14 1:00,2017-06-14 1:10,2017-06-16 8:41,2017-06-30 11:09,2017-07-11
CA-2017-152926,AH-10210,VEN02,,delivered,2017-08-28 12:37,2017-08-28 12:50,2017-08-28 18:22,2017-09-01 21:43,2017-09-25
CA-2016-113656,GD-14590,VEN02,Std Class,delivered,2018-08-14 16:03,2018-08-14 16:15,2018-08-15 9:11,2018-08-18 13:02,2018-08-27
CA-2014-141838,MC-17845,VEN02,2nd Class,delivered,2017-02-10 13:54,2017-02-10 14:05,2017-02-15 11:54,2017-02-17 17:17,2017-03-10
US-2017-111024,CK-12760,VEN02,2nd Class,delivered,2018-08-18 8:22,2018-08-18 8:35,2018-08-20 13:35,2018-08-24 17:33,2018-09-04
CA-2017-117261,DK-13090,VEN02,Std Class,delivered,2017-07-14 15:24,2017-07-14 15:35,2017-07-18 20:12,2017-07-26 10:05,2017-08-03
CA-2014-103800,MY-17380,VEN01,Std Class,delivered,2018-07-29 21:02,2018-07-29 21:15,2018-07-30 11:24,2018-07-31 22:16,2018-08-24
CA-2017-147844,LP-17080,VEN04,Std Class,delivered,2018-01-22 11:03,2018-01-23 3:36,2018-01-23 18:42,2018-02-01 17:38,2018-02-19
CA-2017-144463,AJ-10780,VEN02,Std Class,delivered,2017-05-19 15:09,2017-05-19 15:22,2017-05-25 8:43,2017-05-29 15:49,2017-06-14
CA-2017-124716,CP-12340,VEN02,Std Class,delivered,2017-09-08 14:44,2017-09-09 17:28,2017-09-12 21:35,2017-09-28 20:07,2017-09-28
CA-2015-119697,RC-19960,VEN02,2nd Class,delivered,2017-02-23 8:03,2017-02-23 8:15,2017-02-23 9:10,2017-03-02 9:23,2017-04-03
CA-2016-112893,CD-11980,VEN02,,delivered,2018-01-07 22:41,2018-01-07 22:51,2018-01-08 18:22,2018-01-19 16:52,2018-02-14
CA-2017-104619,DO-13435,VEN02,Std Class,delivered,2018-08-22 1:27,2018-08-22 1:35,2018-08-22 14:56,2018-08-27 21:26,2018-09-11
CA-2017-111577,BH-11710,VEN02,Std Class,delivered,2017-12-01 18:18,2017-12-01 18:38,2017-12-04 19:13,2017-12-12 16:52,2017-12-27
CA-2015-165057,AJ-10780,VEN04,Std Class,delivered,2018-05-11 14:29,2018-05-12 14:35,2018-05-14 14:49,2018-05-15 13:29,2018-05-24
CA-2017-121538,TB-21520,VEN02,1st Class,delivered,2018-02-20 10:29,2018-02-20 10:47,2018-02-21 21:29,2018-03-14 20:22,2018-03-15
CA-2014-138240,BD-11605,VEN02,Std Class,delivered,2018-08-20 9:05,2018-08-20 14:32,2018-08-21 14:14,2018-08-27 21:19,2018-09-10
CA-2015-115168,CK-12760,VEN02,Std Class,delivered,2018-04-04 14:19,2018-04-04 14:30,2018-04-05 17:03,2018-04-09 23:41,2018-04-16
CA-2017-121027,AA-10480,VEN02,Std Class,delivered,2018-08-12 21:12,2018-08-12 21:25,2018-08-24 7:18,2018-08-30 12:24,2018-09-27
US-2014-122021,AJ-10780,VEN02,1st Class,delivered,2017-12-02 17:05,2017-12-02 17:15,2017-12-05 19:22,2017-12-15 15:42,2017-12-20
CA-2017-112753,HA-14920,VEN03,Std Class,delivered,2017-11-18 17:01,2017-11-18 17:15,2017-11-22 22:03,2017-11-24 21:32,2017-12-01
CA-2014-130575,JR-16210,VEN02,1st Class,delivered,2017-03-02 12:52,2017-03-04 2:15,2017-03-10 16:48,2017-03-16 18:20,2017-03-23
CA-2014-103849,RA-19285,VEN02,Std Class,delivered,2017-12-03 17:04,2017-12-03 17:12,2017-12-05 19:03,2017-12-16 12:47,2017-12-28
US-2015-117492,PB-19105,VEN02,1st Class,delivered,2018-08-15 18:14,2018-08-17 3:31,2018-08-17 14:51,2018-08-28 18:51,2018-08-31
CA-2015-124058,FA-14230,VEN03,Std Class,delivered,2018-06-23 11:12,2018-06-24 11:18,2018-06-25 14:06,2018-06-28 22:35,2018-07-17
US-2014-100279,CJ-12010,VEN02,Std Class,delivered,2018-08-13 9:39,2018-08-13 19:04,2018-08-14 15:27,2018-08-22 17:36,2018-09-05
CA-2017-133249,CK-12760,VEN02,1st Class,delivered,2017-08-05 14:23,2017-08-05 14:43,2017-08-08 13:35,2017-08-14 18:24,2017-09-01
CA-2017-107853,HL-15040,VEN02,Std Class,delivered,2017-11-06 10:57,2017-11-08 3:26,2017-11-16 17:36,2017-12-04 22:03,2017-11-27
US-2014-167262,AH-10195,VEN01,2nd Class,delivered,2017-09-04 22:51,2017-09-04 23:03,2017-09-06 21:33,2017-09-21 17:28,2017-09-27
US-2016-155103,AS-10285,VEN01,Std Class,delivered,2017-07-27 10:21,2017-07-27 10:31,2017-07-28 15:34,2017-08-07 18:36,2017-08-18
CA-2016-136371,CD-11980,VEN02,2nd Class,delivered,2018-08-22 0:03,2018-08-23 11:46,2018-08-27 14:42,2018-08-28 15:26,2018-08-28
CA-2017-161970,PK-18910,VEN02,Std Class,delivered,2018-03-08 19:03,2018-03-08 19:10,2018-03-10 0:04,2018-03-29 19:21,2018-03-27
CA-2014-113320,GP-14740,VEN01,2nd Class,delivered,2018-07-20 10:22,2018-07-20 10:35,2018-07-20 13:47,2018-07-25 17:32,2018-08-09
CA-2017-124114,VP-21730,VEN03,,delivered,2018-05-16 15:46,2018-05-16 16:14,2018-05-18 8:56,2018-06-05 17:56,2018-06-07
CA-2016-121034,BD-11500,VEN03,2nd Class,delivered,2018-04-25 8:38,2018-04-25 8:52,2018-04-25 19:05,2018-04-26 22:58,2018-05-04
CA-2017-159107,EM-13960,VEN03,2nd Class,delivered,2018-05-13 0:44,2018-05-13 0:55,2018-05-16 8:14,2018-06-05 15:51,2018-06-22
CA-2017-106180,AT-10735,VEN04,Std Class,delivered,2018-03-29 22:46,2018-03-29 22:55,2018-04-03 14:58,2018-04-09 23:52,2018-04-25
CA-2015-155068,SC-20305,VEN02,Same Day,delivered,2018-03-26 18:12,2018-03-28 2:50,2018-03-29 22:03,2018-04-18 17:08,2018-04-12
CA-2014-150518,MG-17680,VEN04,Std Class,delivered,2018-01-12 9:51,2018-01-12 9:59,2018-01-12 23:53,2018-01-15 15:21,2018-02-05
CA-2016-134138,AJ-10945,VEN02,Std Class,delivered,2017-08-31 11:29,2017-09-02 2:45,2017-09-06 10:33,2017-09-11 18:46,2017-09-19
CA-2017-158071,CM-12385,VEN01,Std Class,delivered,2018-03-12 15:16,2018-03-13 4:27,2018-03-19 16:54,2018-04-17 0:18,2018-04-05
CA-2016-100993,CK-12325,VEN01,Std Class,delivered,2018-05-07 16:55,2018-05-07 17:56,2018-05-08 14:36,2018-05-21 19:42,2018-06-05
CA-2014-153850,DJ-13630,VEN01,Std Class,delivered,2018-06-29 9:15,2018-06-29 9:31,2018-06-29 14:06,2018-07-11 19:35,2018-08-01
CA-2017-101798,ME-17725,VEN02,Std Class,delivered,2017-09-11 15:39,2017-09-11 15:50,2017-09-12 20:52,2017-09-24 11:29,2017-10-09
CA-2016-126270,AJ-10945,VEN02,Std Class,delivered,2018-05-01 13:30,2018-05-01 13:50,2018-05-02 10:19,2018-05-10 20:44,2018-05-25
CA-2017-127726,CA-12310,VEN02,2nd Class,delivered,2017-03-24 22:43,2017-03-24 22:55,2017-03-28 9:08,2017-04-03 14:12,2017-04-17
CA-2014-169257,CC-12670,VEN02,Std Class,delivered,2018-03-15 14:39,2018-03-15 14:55,2018-03-16 19:34,2018-03-21 19:40,2018-04-03
CA-2015-124450,TB-21595,VEN02,Std Class,delivered,2017-10-28 10:26,2017-10-28 10:45,2017-10-31 17:49,2017-11-07 18:51,2017-11-30
CA-2017-160899,NK-18490,VEN04,2nd Class,delivered,2018-03-08 9:31,2018-03-08 9:48,2018-03-08 21:27,2018-03-22 15:17,2018-04-10
US-2014-158365,CC-12670,VEN01,Std Class,delivered,2018-01-14 19:46,2018-01-14 19:54,2018-01-24 13:22,2018-02-09 17:03,2018-02-19
US-2015-124219,EM-14095,VEN01,1st Class,delivered,2017-08-21 15:32,2017-08-21 15:45,2017-08-28 21:32,2017-08-31 17:42,2017-09-13
CA-2016-134376,EB-13870,VEN02,Std Class,shipped,2018-08-02 16:04,2018-08-03 2:50,2018-08-03 14:34,,2018-08-15
US-2015-160150,DR-12880,VEN02,,delivered,2018-03-20 20:45,2018-03-20 21:08,2018-03-23 21:29,2018-03-26 12:33,2018-04-02
CA-2017-133102,PO-18850,VEN03,Std Class,delivered,2017-12-26 11:36,2017-12-27 4:07,2017-12-28 22:04,2018-01-04 16:15,2018-01-19
CA-2015-167269,PK-19075,VEN02,Std Class,delivered,2017-11-27 11:05,2017-11-27 11:15,2018-01-04 21:33,2018-01-22 13:56,2017-12-19
CA-2017-157469,RP-19390,VEN02,Std Class,delivered,2018-04-15 23:38,2018-04-15 23:50,2018-04-19 1:38,2018-04-21 17:20,2018-05-11
CA-2016-155446,DL-13315,VEN01,Std Class,delivered,2018-05-04 9:02,2018-05-04 9:15,2018-05-09 7:46,2018-05-19 12:48,2018-06-08
CA-2015-137897,RA-19915,VEN02,Std Class,delivered,2017-08-13 22:56,2017-08-13 23:10,2017-08-15 17:36,2017-08-21 19:28,2017-09-01
CA-2015-111458,PO-19180,VEN01,Std Class,delivered,2017-12-29 11:29,2017-12-29 14:37,2018-01-02 21:28,2018-01-08 23:23,2018-01-18
CA-2016-134516,SC-20725,VEN03,Std Class,delivered,2018-06-10 23:18,2018-06-10 23:37,2018-06-12 14:15,2018-06-26 17:48,2018-07-04
CA-2015-142027,BS-11590,VEN03,Std Class,delivered,2017-12-04 17:01,2017-12-04 17:46,2017-12-05 21:48,2017-12-22 20:09,2017-12-28
CA-2014-103401,TB-21055,VEN02,Std Class,delivered,2018-01-07 0:53,2018-01-07 1:07,2018-01-26 18:41,2018-02-05 18:08,2018-02-09
CA-2016-146423,EP-13915,VEN01,,delivered,2017-11-06 10:39,2017-11-08 3:46,2017-11-08 19:33,2017-11-16 20:08,2017-11-30
CA-2016-167556,CC-12670,VEN02,Std Class,delivered,2017-10-17 21:50,2017-10-17 22:05,2017-10-18 22:03,2017-10-19 11:57,2017-10-27
US-2014-127635,AG-10495,VEN01,2nd Class,delivered,2018-04-18 15:24,2018-04-19 2:32,2018-04-19 19:21,2018-05-03 17:29,2018-05-22
US-2017-124779,DB-13210,VEN02,,delivered,2018-04-30 22:39,2018-05-01 3:32,2018-05-03 11:30,2018-05-05 0:07,2018-05-14
CA-2016-165918,CS-12250,VEN02,Std Class,delivered,2018-03-13 14:34,2018-03-15 3:16,2018-03-21 20:28,2018-03-23 16:32,2018-03-23
CA-2017-111262,DS-13180,VEN02,2nd Class,delivered,2017-07-31 19:14,2017-07-31 19:25,2017-08-01 18:22,2017-08-23 19:05,2017-08-22
CA-2015-164882,AS-10135,VEN02,Same Day,delivered,2018-03-25 11:40,2018-03-25 11:50,2018-03-27 22:24,2018-04-09 20:15,2018-04-13
CA-2017-145702,BB-10990,VEN02,2nd Class,delivered,2017-07-25 16:48,2017-07-25 17:03,2017-07-26 18:55,2017-08-07 22:33,2017-08-28
CA-2016-150889,PK-18910,VEN02,2nd Class,delivered,2017-09-05 15:20,2017-09-05 15:35,2017-09-06 14:59,2017-09-12 14:40,2017-09-25
CA-2016-120005,DS-13030,VEN02,Same Day,delivered,2018-06-04 15:52,2018-06-04 16:12,2018-06-05 12:12,2018-06-06 18:14,2018-07-11
US-2014-127978,CS-12130,VEN04,Std Class,delivered,2018-07-23 10:12,2018-07-23 13:31,2018-07-30 15:54,2018-08-06 21:52,2018-08-17
CA-2016-123932,GB-14530,VEN03,Std Class,delivered,2018-05-09 12:23,2018-05-09 12:35,2018-05-09 14:08,2018-05-11 22:25,2018-05-23
CA-2017-103506,HL-15040,VEN02,Std Class,delivered,2017-10-07 9:10,2017-10-07 9:24,2017-10-10 15:48,2017-10-25 17:56,2017-11-03
CA-2017-136651,BB-10990,VEN01,2nd Class,delivered,2017-09-24 0:02,2017-09-25 8:32,2017-09-27 15:55,2017-10-03 14:43,2017-10-18
CA-2016-129630,AD-10180,VEN04,Same Day,delivered,2018-04-20 8:18,2018-04-24 18:14,2018-04-23 19:21,2018-05-08 16:35,2018-05-23
CA-2014-104472,JD-16150,VEN03,Std Class,delivered,2018-08-11 16:52,2018-08-11 17:04,2018-08-13 15:26,2018-08-27 15:24,2018-09-13
CA-2016-138583,NG-18355,VEN03,Std Class,delivered,2018-08-21 16:09,2018-08-23 8:45,2018-08-24 14:11,2018-08-29 15:16,2018-09-14
CA-2014-114433,NP-18325,VEN02,Std Class,delivered,2018-06-24 17:55,2018-06-24 18:15,2018-06-25 14:24,2018-06-30 15:28,2018-07-17
CA-2017-106432,FM-14380,VEN02,Std Class,delivered,2017-12-06 20:43,2017-12-08 2:37,2017-12-12 12:23,2017-12-22 17:24,2018-01-04
CA-2016-124772,BD-11725,VEN02,1st Class,delivered,2017-08-03 9:25,2017-08-03 9:43,2017-08-04 18:47,2017-08-09 13:09,2017-08-22
CA-2014-132962,CD-11980,VEN01,1st Class,delivered,2018-01-14 19:00,2018-01-14 19:12,2018-01-16 13:57,2018-02-28 0:14,2018-02-09
US-2014-109456,JB-15925,VEN01,,delivered,2018-08-03 11:42,2018-08-07 4:10,2018-08-07 15:33,2018-08-09 21:15,2018-08-14
CA-2016-103919,DP-13105,VEN02,Std Class,delivered,2018-08-04 11:45,2018-08-07 4:45,2018-08-08 12:00,2018-08-13 17:20,2018-08-16
CA-2016-135636,LH-17020,VEN01,Std Class,delivered,2018-04-09 19:49,2018-04-09 20:10,2018-04-11 0:21,2018-04-17 23:06,2018-05-09
CA-2014-167724,DC-13285,VEN02,Std Class,delivered,2017-07-11 9:59,2017-07-11 10:10,2017-07-11 19:32,2017-07-18 20:54,2017-08-04
CA-2017-108910,DK-13150,VEN02,Std Class,delivered,2017-03-31 23:02,2017-03-31 23:15,2017-04-03 15:45,2017-05-10 13:42,2017-05-04
CA-2015-102722,EM-14095,VEN01,1st Class,delivered,2018-03-01 21:16,2018-03-01 21:30,2018-03-07 18:39,2018-03-21 22:03,2018-03-28
CA-2016-165673,LH-16900,VEN02,,delivered,2018-03-31 20:34,2018-03-31 20:47,2018-04-12 23:36,2018-04-19 21:26,2018-04-18
CA-2016-144939,PH-18790,VEN03,Std Class,delivered,2017-05-30 20:44,2017-05-30 20:55,2017-05-31 11:43,2017-06-06 12:22,2017-06-26
CA-2017-143455,LA-16780,VEN01,Std Class,delivered,2018-04-08 19:50,2018-04-10 4:11,2018-04-17 0:16,2018-05-14 17:42,2018-04-27
US-2015-163279,AR-10405,VEN02,Std Class,delivered,2018-01-05 19:14,2018-01-05 19:27,2018-01-10 22:18,2018-01-31 17:28,2018-02-02
CA-2017-135909,DB-13060,VEN01,Std Class,delivered,2018-07-02 21:30,2018-07-02 21:50,2018-07-03 13:57,2018-07-05 13:08,2018-07-27
CA-2016-137743,DS-13030,VEN03,Std Class,delivered,2018-07-16 16:46,2018-07-18 2:41,2018-07-18 12:41,2018-07-20 15:48,2018-08-03
CA-2015-150875,VP-21730,VEN02,Std Class,delivered,2018-01-13 18:35,2018-01-13 18:49,2018-01-17 14:39,2018-01-26 23:05,2018-02-21
CA-2017-111374,GD-14590,VEN01,Std Class,delivered,2018-07-25 10:50,2018-07-25 11:04,2018-07-26 12:41,2018-08-04 18:57,2018-08-07
US-2016-143280,EH-14125,VEN03,Std Class,delivered,2017-07-31 16:50,2017-07-31 17:03,2017-08-09 20:32,2017-08-14 19:39,2017-08-30
CA-2016-129126,RB-19570,VEN01,Std Class,delivered,2018-04-09 10:20,2018-04-09 10:30,2018-04-10 20:19,2018-04-13 21:28,2018-04-25
CA-2016-130680,CM-12385,VEN03,Std Class,delivered,2018-03-17 10:37,2018-03-17 10:50,2018-03-22 20:52,2018-03-28 21:08,2018-04-24
CA-2016-109820,AR-10510,VEN03,1st Class,delivered,2017-07-08 12:23,2017-07-11 3:55,2017-07-13 12:03,2017-07-24 22:32,2017-08-01
CA-2016-167507,ZD-21925,VEN03,Std Class,delivered,2017-07-21 21:42,2017-07-21 21:55,2017-07-24 20:17,2017-07-31 17:50,2017-08-10
US-2016-143819,DL-12865,VEN02,Std Class,delivered,2017-04-13 21:06,2017-04-13 21:15,2017-04-17 10:07,2017-05-03 11:04,2017-05-16
CA-2017-143035,GT-14635,VEN02,2nd Class,delivered,2018-04-17 16:46,2018-04-17 16:55,2018-04-18 16:58,2018-04-23 23:58,2018-05-04
