Order_id,Product_id,Sales,Quantity,discount,payment_type,payment_installments
CA-2014-124856,OFF-LA-10000121,18.9,3,0%,credit_card,10
CA-2016-151498,OFF-BI-10004967,8.32,5,20%,credit_card,3
US-2017-130953,TEC-PH-10003012,461.97,3,0%,credit_card,2
US-2015-129007,FUR-FU-10004018,44.67,3,0%,credit_card,8
CA-2017-107342,OFF-PA-10001745,28.16,4,0%,credit_card,2
CA-2016-113831,FUR-TA-10002645,2275.5,10,0%,credit_card,7
US-2016-156986,OFF-PA-10002005,20.736,4,20%,credit_card,1
CA-2015-127173,TEC-MA-10002859,629.93,7,0%,credit_card,1
CA-2017-111262,TEC-AC-10002167,24.0,2,20%,credit_card,1
CA-2016-138282,OFF-AP-10001366,87.84,8,0%,credit_card,7
CA-2017-104885,OFF-EN-10003286,57.96,7,0%,credit_card,1
US-2016-142251,OFF-PA-10002986,32.064,6,20%,credit_card,1
CA-2015-104493,OFF-BI-10004817,57.504,6,20%,credit_card,6
US-2016-127334,OFF-AP-10001205,87.168,2,20%,credit_card,8
US-2017-119438,TEC-AC-10003614,27.816,3,20%,credit_card,1
CA-2014-103429,OFF-AP-10001005,235.95,3,0%,credit_card,5
CA-2017-120168,OFF-BI-10004519,663.92,5,20%,credit_card,2
CA-2014-111192,FUR-BO-10002916,1367.84,8,0%,credit_card,2
CA-2016-131380,OFF-ST-10002485,87.92,4,0%,credit_card,1
CA-2014-155264,OFF-BI-10003196,2.992,1,20%,credit_card,6
CA-2015-149517,FUR-FU-10003464,60.84,3,0%,credit_card,10
CA-2017-140949,TEC-AC-10003038,71.6,8,0%,credit_card,2
CA-2017-151484,OFF-ST-10002370,51.336,3,20%,credit_card,6
CA-2015-157028,OFF-AR-10004441,8.28,2,0%,credit_card,2
US-2017-130687,TEC-PH-10002033,455.712,2,20%,credit_card,4
CA-2016-140634,OFF-EN-10001099,15.648,2,20%,credit_card,5
CA-2017-108560,FUR-FU-10002937,198.46,2,0%,credit_card,5
CA-2014-122070,OFF-EN-10004773,247.84,8,0%,credit_card,8
CA-2014-120670,TEC-AC-10004171,799.92,10,20%,credit_card,4
CA-2017-154039,TEC-PH-10002789,124.792,1,20%,credit_card,3
CA-2015-123113,OFF-AR-10004999,17.94,3,0%,credit_card,3
CA-2017-116680,OFF-BI-10004022,13.344,6,20%,credit_card,5
CA-2014-154963,FUR-CH-10004698,170.058,3,30%,credit_card,10
CA-2015-162047,FUR-CH-10004983,1448.82,10,10%,credit_card,2
CA-2017-132934,OFF-BI-10001098,51.312,3,20%,,1
CA-2017-164042,OFF-BI-10001922,1.188,1,80%,credit_card,2
CA-2017-167626,OFF-PA-10003424,8.904,3,20%,credit_card,10
US-2016-155103,OFF-PA-10000062,54.96,1,0%,credit_card,1
CA-2015-109708,TEC-PH-10001944,467.04,4,20%,credit_card,3
CA-2017-165715,OFF-AR-10003903,32.776,1,20%,credit_card,1
CA-2015-135489,TEC-PH-10000011,279.86,14,0%,credit_card,1
CA-2016-124149,OFF-ST-10000760,55.92,5,20%,credit_card,3
CA-2017-145233,OFF-BI-10002764,6.783,7,70%,credit_card,8
CA-2014-104738,OFF-BI-10002160,2.286,3,80%,credit_card,3
CA-2014-122588,FUR-FU-10001095,52.96,2,0%,credit_card,3
CA-2017-117079,TEC-PH-10004586,863.88,3,20%,credit_card,5
CA-2017-141117,OFF-AR-10003727,95.144,7,20%,credit_card,3
CA-2016-142902,FUR-CH-10004086,466.768,2,20%,credit_card,10
CA-2017-119655,OFF-BI-10001036,36.56,4,0%,credit_card,2
CA-2016-123946,FUR-CH-10002073,1059.12,4,0%,credit_card,10
CA-2017-145702,FUR-CH-10001482,314.352,3,20%,credit_card,4
CA-2017-117324,OFF-PA-10002713,27.52,4,0%,credit_card,4
CA-2017-111332,OFF-AR-10001953,131.94,3,0%,credit_card,5
CA-2014-105984,FUR-CH-10000847,611.058,3,30%,credit_card,1
US-2017-106705,OFF-PA-10001509,44.75,5,0%,credit_card,4
CA-2016-153269,FUR-CH-10002647,354.9,5,0%,credit_card,6
US-2014-165659,TEC-PH-10002563,881.93,7,0%,credit_card,2
CA-2014-129364,TEC-PH-10003095,52.68,3,20%,credit_card,2
CA-2015-154823,FUR-FU-10000193,25.984,1,20%,credit_card,3
US-2016-148901,FUR-FU-10002396,30.192,3,20%,credit_card,8
CA-2017-157448,FUR-FU-10003268,119.94,3,0%,credit_card,9
CA-2016-163202,OFF-BI-10002764,2.907,3,70%,credit_card,4
CA-2017-117632,OFF-AP-10004868,7.77,1,0%,credit_card,1
US-2016-168095,FUR-CH-10004886,230.28,3,20%,credit_card,2
CA-2016-109806,TEC-PH-10004093,73.584,2,20%,credit_card,2
CA-2017-117632,FUR-TA-10001520,285.48,5,20%,credit_card,6
CA-2014-165806,OFF-PA-10003441,58.32,9,0%,credit_card,2
US-2017-123862,OFF-FA-10003112,7.89,1,0%,credit_card,6
CA-2017-139353,FUR-FU-10001876,77.952,3,20%,credit_card,6
CA-2015-122210,OFF-BI-10003656,152.991,3,70%,credit_card,3
CA-2017-167941,FUR-FU-10004671,28.272,2,20%,credit_card,10
US-2016-139087,FUR-FU-10001847,12.42,3,0%,credit_card,1
CA-2014-163419,FUR-CH-10000665,603.92,5,20%,credit_card,1
CA-2017-121293,OFF-ST-10000060,259.92,5,20%,credit_card,4
CA-2017-158120,OFF-PA-10003205,19.608,3,20%,credit_card,4
CA-2015-158456,OFF-FA-10004854,45.92,4,0%,credit_card,1
CA-2015-116876,OFF-BI-10002897,26.424,9,20%,credit_card,10
CA-2017-110373,TEC-PH-10001536,27.184,2,20%,credit_card,2
CA-2015-116484,OFF-ST-10003994,141.552,3,20%,credit_card,10
CA-2017-164378,TEC-AC-10004708,41.9,2,0%,credit_card,2
CA-2014-152905,OFF-ST-10000321,12.624,2,20%,credit_card,2
CA-2017-108091,OFF-AR-10000255,23.36,4,0%,credit_card,5
CA-2017-153787,OFF-AP-10001563,97.16,2,0%,credit_card,4
US-2016-137295,OFF-AR-10001955,47.616,3,20%,credit_card,12
CA-2017-166926,OFF-PA-10001593,41.86,7,0%,credit_card,8
CA-2016-146325,FUR-CH-10001146,81.424,2,20%,credit_card,8
CA-2017-132584,OFF-ST-10000344,53.72,4,0%,credit_card,10
CA-2017-100426,OFF-PA-10002870,12.48,2,0%,credit_card,3
US-2016-125969,FUR-CH-10001146,81.424,2,20%,credit_card,7
CA-2017-143574,FUR-BO-10002598,638.82,9,0%,credit_card,2
CA-2016-169943,OFF-BI-10002824,47.744,4,20%,credit_card,4
US-2016-140158,OFF-ST-10000136,119.1,3,0%,credit_card,3
CA-2017-117261,OFF-ST-10000419,54.32,4,0%,credit_card,4
CA-2015-162166,OFF-ST-10002486,41.88,6,0%,credit_card,2
CA-2017-159597,TEC-AC-10004171,99.99,1,0%,credit_card,6
CA-2017-108791,TEC-PH-10002660,543.92,8,0%,credit_card,10
US-2017-153948,OFF-PA-10000157,59.94,3,0%,credit_card,5
CA-2017-140480,TEC-AC-10002473,141.9,5,0%,credit_card,4
CA-2014-127131,OFF-PA-10001800,25.92,4,0%,credit_card,3
US-2016-114013,OFF-PA-10004996,41.24,5,20%,credit_card,6
CA-2015-155635,OFF-BI-10000962,48.81,3,0%,credit_card,5
CA-2014-131387,TEC-PH-10001459,1679.96,5,20%,credit_card,3
CA-2015-127509,OFF-PA-10002160,17.34,3,0%,credit_card,4
US-2017-166324,TEC-PH-10004080,122.382,3,40%,credit_card,1
CA-2014-125829,TEC-PH-10001079,666.344,7,20%,credit_card,3
CA-2017-101805,OFF-ST-10002756,541.24,4,0%,credit_card,3
US-2014-141215,FUR-TA-10001520,99.918,2,30%,credit_card,3
CA-2016-101966,TEC-PH-10003437,419.944,7,20%,credit_card,8
US-2017-162558,FUR-FU-10004864,9.656,1,20%,credit_card,3
CA-2017-118773,FUR-FU-10000550,3.984,2,60%,credit_card,2
CA-2017-142461,FUR-BO-10001811,204.6664,1,32%,credit_card,10
CA-2016-119186,OFF-PA-10004621,10.368,2,20%,credit_card,8
CA-2017-135587,OFF-AP-10004540,320.64,4,0%,credit_card,1
US-2014-112914,OFF-BI-10002982,2.724,2,80%,credit_card,3
CA-2016-124485,OFF-PA-10004888,6.48,1,0%,credit_card,3
US-2017-148362,OFF-PA-10003441,25.92,4,0%,credit_card,8
CA-2014-158274,TEC-PH-10004896,149.95,5,0%,credit_card,8
CA-2017-143245,OFF-PA-10001972,19.44,3,0%,credit_card,2
CA-2014-159800,TEC-AC-10003447,139.93,7,0%,credit_card,3
CA-2017-119011,OFF-ST-10000777,226.56,6,0%,credit_card,1
CA-2017-161172,FUR-FU-10003424,51.264,6,20%,credit_card,3
CA-2017-138156,FUR-FU-10003601,147.568,2,20%,credit_card,8
CA-2017-156237,TEC-MA-10001681,241.17,2,70%,credit_card,10
CA-2015-130456,FUR-BO-10003893,586.398,6,15%,voucher,1
CA-2015-149083,TEC-AC-10002567,159.98,2,0%,credit_card,1
CA-2017-127026,TEC-MA-10002981,350.973,3,10%,credit_card,1
CA-2015-140221,FUR-FU-10000023,4.712,2,60%,credit_card,10
US-2015-129637,FUR-FU-10000965,41.552,2,60%,credit_card,8
CA-2014-148950,TEC-AC-10002718,35.016,3,20%,credit_card,4
CA-2016-160220,TEC-PH-10001557,191.98,2,0%,credit_card,1
CA-2016-154767,OFF-PA-10003039,61.96,2,0%,credit_card,6
CA-2016-146374,FUR-FU-10002671,13.4,1,0%,debit_card,1
CA-2017-115602,OFF-AR-10000462,3.2,2,0%,credit_card,5
CA-2016-132409,OFF-AP-10002082,34.848,2,20%,credit_card,2
CA-2017-140802,OFF-PA-10001534,20.736,4,20%,credit_card,2
CA-2016-163167,FUR-CH-10004477,182.67,3,0%,credit_card,2
CA-2017-126718,OFF-LA-10004055,4.91,1,0%,credit_card,6
CA-2014-103429,OFF-BI-10004233,25.584,2,20%,credit_card,4
CA-2014-165309,OFF-PA-10001033,262.336,8,20%,credit_card,2
CA-2016-100944,OFF-EN-10001453,304.9,5,0%,credit_card,1
CA-2014-146815,FUR-CH-10004289,172.764,2,10%,credit_card,3
CA-2017-135069,FUR-FU-10003878,36.672,3,20%,credit_card,3
CA-2017-127782,OFF-AP-10001962,20.136,3,20%,credit_card,3
CA-2017-107629,TEC-AC-10004510,39.264,3,20%,credit_card,10
US-2015-153500,OFF-PA-10001307,6.72,2,20%,credit_card,4
CA-2014-127299,TEC-MA-10001127,2624.985,3,50%,credit_card,2
CA-2016-158211,OFF-AR-10004078,4.672,1,20%,credit_card,1
CA-2014-110065,TEC-PH-10002468,135.99,1,0%,credit_card,3
CA-2015-155334,FUR-FU-10003274,5.28,3,0%,credit_card,4
CA-2017-120376,FUR-CH-10002335,1586.69,7,0%,credit_card,1
CA-2017-147333,TEC-AC-10003038,44.75,5,0%,credit_card,4
CA-2015-112305,TEC-AC-10002018,13.98,2,0%,credit_card,3
CA-2017-161970,OFF-AR-10003896,17.94,3,0%,credit_card,3
CA-2016-167584,OFF-PA-10000029,6.48,1,0%,credit_card,4
CA-2014-148383,OFF-BI-10003650,946.764,6,70%,credit_card,8
CA-2017-156363,OFF-EN-10003068,31.68,4,20%,credit_card,3
CA-2016-123120,FUR-FU-10004748,63.94,1,0%,credit_card,2
CA-2017-102197,OFF-PA-10001970,279.9,5,0%,credit_card,1
CA-2016-156811,OFF-AP-10001366,43.92,4,0%,credit_card,10
CA-2017-169999,OFF-ST-10001511,129.3,2,0%,credit_card,1
CA-2014-114181,OFF-AR-10000716,22.32,5,20%,credit_card,1
CA-2017-134152,OFF-AR-10004062,31.44,3,0%,credit_card,2
CA-2016-149279,FUR-CH-10004287,1325.76,6,20%,credit_card,7
CA-2014-102652,OFF-PA-10001977,55.48,1,0%,credit_card,3
CA-2016-101630,OFF-LA-10004425,8.67,3,0%,credit_card,1
CA-2017-104864,OFF-PA-10004609,20.736,4,20%,credit_card,5
CA-2015-145394,OFF-ST-10000344,21.488,2,20%,credit_card,3
CA-2016-123512,OFF-LA-10000081,22.5,6,0%,credit_card,2
CA-2015-168767,OFF-BI-10000773,12.832,2,20%,credit_card,1
CA-2016-131744,OFF-BI-10003910,4.626,2,70%,voucher,5
CA-2017-119564,FUR-FU-10003096,22.77,3,0%,credit_card,10
US-2015-107349,OFF-BI-10001765,41.568,6,80%,credit_card,10
CA-2017-131954,OFF-ST-10000736,242.94,3,0%,credit_card,5
CA-2014-129091,OFF-BI-10001071,319.9,5,0%,credit_card,10
US-2017-162558,FUR-TA-10000198,2314.116,7,40%,credit_card,2
CA-2016-134222,OFF-BI-10001658,44.856,6,70%,credit_card,10
CA-2015-153220,OFF-PA-10003016,15.7,5,0%,credit_card,15
CA-2016-106656,OFF-EN-10001509,4.08,2,0%,credit_card,3
CA-2014-164315,OFF-AP-10003842,154.9,5,0%,credit_card,1
CA-2015-147830,TEC-MA-10000418,1799.994,2,70%,credit_card,8
CA-2016-145982,FUR-TA-10001307,244.615,1,30%,credit_card,2
CA-2015-131758,OFF-LA-10000262,13.05,5,0%,credit_card,1
CA-2014-135657,FUR-TA-10004086,515.88,6,0%,credit_card,5
US-2014-122021,FUR-CH-10003761,183.372,2,30%,credit_card,2
CA-2014-133305,OFF-BI-10002954,18.28,5,20%,credit_card,6
CA-2015-112014,OFF-AR-10003156,50.8,5,0%,credit_card,1
CA-2017-100384,OFF-AR-10003514,35.82,9,0%,credit_card,4
CA-2015-164833,OFF-LA-10000443,7.38,2,0%,credit_card,2
CA-2015-120901,OFF-SU-10001225,5.888,2,20%,credit_card,6
CA-2016-126858,FUR-FU-10000448,31.96,2,0%,credit_card,2
CA-2014-101931,OFF-SU-10000646,480.74,2,0%,,1
CA-2014-130575,OFF-BI-10002353,9.264,3,80%,credit_card,7
US-2017-141558,FUR-TA-10004086,154.764,3,40%,credit_card,5
CA-2017-121853,OFF-BI-10000977,72.96,3,20%,credit_card,3
CA-2017-105487,TEC-PH-10001336,103.192,1,20%,credit_card,1
CA-2016-101672,OFF-PA-10004610,8.56,2,0%,credit_card,4
US-2017-158218,OFF-BI-10002133,34.24,4,80%,credit_card,3
US-2014-121734,OFF-BI-10004817,9.584,1,20%,credit_card,6
CA-2017-140949,TEC-AC-10002399,57.06,3,0%,credit_card,3
CA-2014-119151,OFF-ST-10003470,1117.92,4,0%,credit_card,10
CA-2015-120845,OFF-BI-10004506,2.469,1,70%,credit_card,1
CA-2016-114895,OFF-PA-10000232,12.96,2,0%,credit_card,1
CA-2017-106180,OFF-EN-10004030,10.86,3,0%,credit_card,2
US-2017-131961,TEC-PH-10001924,83.988,2,40%,credit_card,4
CA-2017-163874,OFF-BI-10000088,26.352,3,20%,credit_card,3
CA-2014-160766,OFF-AP-10002945,601.3,2,0%,credit_card,7
CA-2014-168592,OFF-AP-10004785,56.65,5,0%,credit_card,8
CA-2015-142755,OFF-PA-10001970,279.9,5,0%,credit_card,1
CA-2016-110254,FUR-FU-10001591,109.8,9,0%,credit_card,2
CA-2016-126158,FUR-FU-10004864,255.76,4,0%,credit_card,2
CA-2016-158694,OFF-ST-10001496,720.76,4,0%,credit_card,4
CA-2016-158099,TEC-PH-10002496,280.782,3,40%,credit_card,5
US-2017-148362,OFF-BI-10003656,169.99,1,0%,credit_card,3
CA-2015-133627,FUR-FU-10001935,22.2,6,0%,credit_card,1
CA-2016-142335,FUR-TA-10000198,1652.94,3,0%,credit_card,8
CA-2017-110842,OFF-AP-10003971,10.89,1,0%,credit_card,3
CA-2016-114405,OFF-AP-10003278,33.528,3,20%,credit_card,4
CA-2017-115364,OFF-ST-10002486,83.76,12,0%,credit_card,1
CA-2016-107475,OFF-FA-10002988,9.648,6,20%,credit_card,6
CA-2016-140130,OFF-AR-10004269,12.39,3,0%,credit_card,10
CA-2017-117443,OFF-BI-10004002,13.84,4,80%,credit_card,10
CA-2016-122392,FUR-FU-10002456,11.648,2,20%,credit_card,8
CA-2016-144729,OFF-ST-10004804,154.44,3,0%,credit_card,1
CA-2014-156244,OFF-SU-10000432,5.552,2,20%,credit_card,4
CA-2016-121748,TEC-AC-10002637,359.98,2,0%,credit_card,10
CA-2014-167850,TEC-PH-10002398,178.384,2,20%,credit_card,3
CA-2016-164938,TEC-PH-10004897,69.93,7,0%,credit_card,8
US-2016-141544,OFF-ST-10000675,54.224,2,20%,credit_card,1
CA-2017-164378,OFF-AR-10001177,6.56,2,0%,credit_card,5
US-2016-131611,OFF-BI-10004364,3.564,3,80%,credit_card,1
CA-2016-146682,FUR-FU-10002671,67.0,5,0%,credit_card,8
CA-2015-130974,FUR-TA-10004619,446.068,4,30%,credit_card,8
CA-2014-100678,OFF-AR-10001868,2.688,2,20%,credit_card,4
CA-2017-139311,TEC-PH-10001557,153.584,2,20%,credit_card,2
CA-2015-159779,OFF-BI-10002735,68.62,2,0%,credit_card,2
US-2017-136721,FUR-FU-10004188,306.9,3,0%,credit_card,6
CA-2016-147417,TEC-CO-10001449,1439.976,4,40%,credit_card,1
CA-2015-137946,OFF-BI-10004140,14.368,4,20%,credit_card,4
CA-2014-154599,TEC-PH-10000576,438.368,4,20%,credit_card,1
CA-2015-100734,OFF-BI-10002609,3.576,4,70%,credit_card,3
CA-2017-118136,OFF-AR-10001427,5.98,1,0%,credit_card,9
CA-2015-123568,FUR-FU-10004090,66.69,3,0%,credit_card,8
CA-2017-127782,FUR-FU-10001847,3.312,1,20%,credit_card,1
CA-2016-143441,OFF-LA-10002312,11.84,1,20%,credit_card,3
CA-2015-124975,FUR-TA-10002645,796.425,7,50%,credit_card,3
CA-2014-158442,OFF-PA-10002195,5.184,1,20%,credit_card,1
CA-2014-159835,OFF-PA-10002137,12.448,2,20%,credit_card,3
US-2015-104185,OFF-ST-10001526,120.33,1,0%,credit_card,1
US-2014-157231,OFF-BI-10002852,115.36,7,0%,credit_card,10
CA-2016-108210,TEC-AC-10000109,223.96,5,20%,credit_card,1
CA-2014-111003,OFF-AR-10002135,289.2,6,0%,credit_card,1
CA-2016-120257,OFF-AR-10003481,7.872,3,20%,credit_card,1
CA-2017-134306,OFF-AR-10001374,12.96,2,0%,credit_card,10
CA-2017-126956,OFF-FA-10002280,35.0,7,0%,credit_card,1
CA-2017-163188,OFF-BI-10000756,38.16,9,0%,credit_card,8
CA-2015-126557,OFF-AR-10003190,6.912,3,20%,credit_card,10
CA-2017-161774,OFF-PA-10000300,47.952,3,20%,credit_card,3
CA-2016-165169,OFF-ST-10001496,360.38,2,0%,credit_card,3
CA-2016-149237,FUR-FU-10002088,26.94,3,0%,credit_card,10
CA-2017-157273,TEC-PH-10002275,604.768,4,20%,credit_card,6
CA-2014-106439,OFF-AR-10001419,12.39,3,0%,credit_card,5
CA-2017-114440,OFF-PA-10004675,19.05,3,0%,credit_card,10
CA-2016-158617,OFF-PA-10002245,35.88,6,0%,credit_card,2
CA-2016-123946,TEC-AC-10004877,20.7,3,0%,credit_card,2
CA-2014-141838,OFF-BI-10003291,27.936,4,20%,credit_card,4
CA-2014-131009,FUR-CH-10001270,362.25,6,30%,credit_card,1
CA-2015-143077,OFF-BI-10000088,6.588,3,80%,credit_card,1
CA-2014-153808,OFF-BI-10002794,65.568,2,20%,credit_card,3
CA-2017-107552,OFF-PA-10002947,6.68,1,0%,credit_card,1
CA-2017-124436,FUR-FU-10001185,30.93,1,0%,credit_card,2
CA-2017-102337,TEC-PH-10002564,47.984,2,20%,credit_card,6
CA-2015-119102,OFF-ST-10004507,51.45,3,0%,credit_card,1
CA-2017-169691,OFF-LA-10002312,44.4,3,0%,credit_card,6
CA-2016-106306,OFF-BI-10003676,9.702,3,70%,credit_card,1
CA-2017-128629,FUR-FU-10000771,18.84,3,0%,credit_card,5
CA-2015-131338,OFF-ST-10000642,41.96,2,0%,credit_card,1
US-2016-140809,OFF-ST-10002214,56.45,5,0%,credit_card,5
CA-2017-156895,FUR-CH-10003535,128.058,3,30%,credit_card,10
CA-2016-157266,OFF-BI-10004728,9.64,2,0%,credit_card,2
US-2014-155544,FUR-CH-10000422,218.376,3,20%,credit_card,6
CA-2017-145310,OFF-EN-10002621,7.824,1,20%,credit_card,10
CA-2017-148992,OFF-PA-10004285,10.688,2,20%,credit_card,2
US-2017-150595,OFF-SU-10000381,22.344,3,20%,credit_card,4
CA-2017-107503,FUR-FU-10003878,48.896,4,20%,credit_card,8
CA-2015-126725,FUR-FU-10002813,80.96,4,0%,credit_card,8
CA-2016-124527,OFF-BI-10004967,8.32,5,20%,credit_card,5
US-2016-141880,FUR-FU-10001979,98.328,3,20%,credit_card,8
CA-2015-118444,OFF-AP-10000576,387.136,4,20%,credit_card,8
CA-2014-123260,TEC-AC-10002323,176.8,8,0%,credit_card,3
CA-2017-141733,OFF-AP-10001563,87.444,2,10%,credit_card,3
CA-2014-117345,OFF-AP-10001005,62.92,1,20%,credit_card,8
US-2016-117793,OFF-LA-10002945,25.2,4,0%,credit_card,1
CA-2017-121160,OFF-ST-10002485,52.752,3,20%,credit_card,8
CA-2014-128538,OFF-EN-10001219,7.64,1,0%,credit_card,2
CA-2016-144344,FUR-FU-10000076,47.952,3,20%,credit_card,1
CA-2015-115392,TEC-PH-10002496,311.98,2,0%,credit_card,2
CA-2015-132374,OFF-AR-10001615,79.36,4,0%,credit_card,4
CA-2017-154214,FUR-FU-10000206,2.91,1,0%,credit_card,3
CA-2016-161669,OFF-SU-10002503,11.36,2,0%,credit_card,3
CA-2017-100902,OFF-PA-10002558,268.24,7,20%,credit_card,1
CA-2014-105165,OFF-AR-10003179,21.864,3,20%,credit_card,1
CA-2017-148691,OFF-BI-10001524,83.92,5,20%,credit_card,4
US-2014-122959,OFF-BI-10003650,210.392,2,80%,credit_card,1
US-2017-108315,FUR-FU-10000747,220.704,6,20%,credit_card,1
CA-2017-152436,OFF-ST-10000036,592.74,6,0%,credit_card,1
US-2016-162026,OFF-PA-10000167,61.96,2,0%,credit_card,10
CA-2015-101707,OFF-LA-10000134,3.08,1,0%,credit_card,1
CA-2016-125815,OFF-AR-10004441,12.42,3,0%,credit_card,1
CA-2014-124688,FUR-FU-10002456,29.12,4,0%,credit_card,4
CA-2016-118129,FUR-FU-10004904,303.92,5,20%,credit_card,1
CA-2014-116785,OFF-AR-10003504,21.4,5,0%,credit_card,3
CA-2017-161046,TEC-AC-10004571,299.97,3,0%,credit_card,2
CA-2014-165974,OFF-AR-10003405,32.76,7,20%,credit_card,3
CA-2016-161746,OFF-ST-10002743,340.92,3,0%,credit_card,1
CA-2017-117870,TEC-AC-10000927,71.976,3,20%,credit_card,6
US-2017-109582,OFF-PA-10004071,166.44,3,0%,credit_card,3
CA-2015-158351,TEC-AC-10001838,319.984,2,20%,credit_card,2
CA-2017-160633,TEC-CO-10002095,899.982,3,40%,credit_card,5
US-2017-162670,OFF-PA-10001994,44.96,2,0%,credit_card,2
CA-2016-130820,FUR-TA-10001768,630.024,4,40%,credit_card,10
US-2015-137008,TEC-AC-10000892,90.0,1,0%,credit_card,1
CA-2017-140480,FUR-FU-10003247,83.92,4,0%,credit_card,1
CA-2016-146836,OFF-BI-10000315,45.576,3,20%,credit_card,3
US-2017-162670,OFF-ST-10001328,62.04,4,0%,credit_card,3
CA-2016-154711,OFF-AR-10001860,20.82,3,0%,credit_card,3
CA-2016-139556,FUR-CH-10004983,434.646,3,10%,credit_card,2
CA-2016-144092,FUR-CH-10004875,113.888,2,20%,credit_card,10
US-2016-144057,OFF-BI-10002353,18.528,6,80%,credit_card,2
CA-2017-153822,TEC-AC-10000109,89.584,2,20%,credit_card,1
CA-2016-148852,TEC-MA-10002428,371.976,3,20%,credit_card,1
US-2017-106131,OFF-ST-10003638,168.624,9,20%,credit_card,10
CA-2016-111493,TEC-AC-10004510,98.16,6,0%,credit_card,7
CA-2015-153738,OFF-BI-10001308,37.68,6,0%,credit_card,2
CA-2017-139311,OFF-PA-10001776,29.664,4,20%,credit_card,8
CA-2014-157623,OFF-PA-10001204,10.56,2,0%,credit_card,3
CA-2017-169404,OFF-BI-10004492,37.896,4,70%,credit_card,3
CA-2014-161032,FUR-CH-10001482,392.94,3,0%,credit_card,1
CA-2014-118276,FUR-FU-10002111,8.736,3,60%,credit_card,1
CA-2017-155957,OFF-AP-10004708,213.136,7,20%,credit_card,4
CA-2016-130638,OFF-LA-10002195,27.72,9,0%,credit_card,6
CA-2015-140221,OFF-ST-10000777,60.416,2,20%,credit_card,3
CA-2016-114405,OFF-ST-10001627,36.744,3,20%,credit_card,6
CA-2017-152205,OFF-BI-10004094,2.655,1,70%,credit_card,1
CA-2016-113061,FUR-FU-10003975,86.62,2,0%,credit_card,20
US-2016-123470,OFF-BI-10001989,18.882,3,70%,,1
CA-2014-142769,OFF-FA-10000840,5.7,5,0%,credit_card,10
CA-2015-154200,OFF-AR-10001044,51.98,2,0%,credit_card,10
CA-2016-142405,OFF-LA-10004093,14.62,2,0%,credit_card,5
US-2016-143819,OFF-PA-10003127,26.38,1,0%,credit_card,2
CA-2014-133851,OFF-AR-10003752,23.1,2,0%,credit_card,2
CA-2016-130477,OFF-PA-10002947,20.04,3,0%,credit_card,8
CA-2015-102281,OFF-PA-10000061,51.84,8,0%,credit_card,5
CA-2015-129476,TEC-AC-10000844,339.96,5,20%,credit_card,1
CA-2014-109491,TEC-AC-10001284,62.31,3,0%,debit_card,1
CA-2017-157987,TEC-AC-10002842,238.0,2,0%,credit_card,10
US-2014-121566,OFF-BI-10004528,2.688,1,20%,credit_card,5
CA-2014-142965,OFF-BI-10000977,27.36,3,70%,credit_card,6
CA-2017-118003,FUR-CH-10003817,182.22,3,0%,credit_card,5
CA-2016-136434,FUR-FU-10001196,17.31,3,0%,credit_card,3
CA-2016-139941,OFF-AP-10004036,52.56,3,0%,credit_card,2
CA-2017-145037,OFF-PA-10000157,79.92,4,0%,credit_card,3
CA-2014-163223,OFF-PA-10000675,122.97,3,0%,credit_card,1
CA-2016-131968,OFF-AP-10001058,671.544,3,20%,credit_card,3
CA-2015-122623,FUR-CH-10000553,47.516,2,30%,credit_card,8
CA-2017-147032,OFF-BI-10002897,11.01,3,0%,credit_card,4
US-2014-143231,FUR-FU-10002501,63.2,5,0%,,1
CA-2015-114923,TEC-PH-10003931,107.982,3,40%,credit_card,2
CA-2016-124051,OFF-PA-10001289,186.048,6,20%,credit_card,3
CA-2016-123050,OFF-ST-10003455,31.02,2,0%,credit_card,1
CA-2015-165085,OFF-AP-10002518,355.96,2,0%,credit_card,10
CA-2017-156622,OFF-PA-10000477,36.288,7,20%,credit_card,5
CA-2015-129217,OFF-AP-10002439,70.97,5,80%,credit_card,2
CA-2015-148712,OFF-BI-10001900,62.296,13,20%,credit_card,3
US-2016-133879,OFF-AR-10004956,13.392,3,20%,credit_card,10
US-2017-166394,OFF-FA-10001843,14.82,6,0%,credit_card,1
CA-2017-154039,FUR-TA-10001932,480.96,3,50%,credit_card,5
CA-2014-134061,FUR-FU-10001424,17.46,2,0%,credit_card,6
CA-2017-127026,TEC-AC-10002049,619.95,5,0%,credit_card,5
CA-2017-144491,FUR-BO-10001811,1023.332,5,32%,credit_card,2
CA-2017-139717,OFF-PA-10002195,10.368,2,20%,credit_card,8
CA-2015-147816,TEC-PH-10003095,35.12,2,20%,credit_card,2
CA-2017-123085,TEC-AC-10000990,1049.44,8,0%,credit_card,2
US-2017-163657,OFF-BI-10000138,18.72,5,20%,credit_card,10
US-2016-167472,TEC-AC-10003174,323.37,3,0%,credit_card,10
US-2017-105935,TEC-PH-10001459,2939.93,7,0%,credit_card,1
CA-2015-130113,OFF-ST-10000046,323.1,2,0%,credit_card,4
CA-2017-130841,OFF-ST-10001580,14.98,1,0%,credit_card,2
CA-2017-161046,OFF-BI-10002026,234.36,6,0%,credit_card,10
CA-2017-105053,OFF-BI-10001634,17.472,3,20%,credit_card,3
